id,title,year
11439,the ghost writer,2010
9457,deep rising,1998
12412,miracle at st. anna,2008
1494,滿城盡帶黃金甲,2006
13184,bangkok dangerous,2008
2185,big trouble,2002
6639,love in the time of cholera,2007
38153,shadow conspiracy,1997
58233,johnny english reborn,2011
116977,foodfight!,2012
68734,argo,2012
5503,the fugitive,1993
27573,the bounty hunter,2010
819,sleepers,1996
1369,rambo: first blood part ii,1985
9623,the juror,1996
10895,pinocchio,1940
10935,heaven's gate,1980
834,underworld: evolution,2006
228066,victor frankenstein,2015
711,finding forrester,2000
10468,28 days,2000
10027,unleashed,2005
11812,the sweetest thing,2002
37233,the firm,1993
37950,charlie st. cloud,2010
27582,the mechanic,2011
64688,21 jump street,2012
509,notting hill,1999
7443,chicken run,2000
5966,along came polly,2004
11066,boomerang,1992
136795,the heat,2013
8095,cleopatra,1963
87826,here comes the boom,2012
11560,high crimes,2002
25189,the mirror has two faces,1996
2637,the mothman prophecies,2002
18480,brüno,2009
709,licence to kill,1989
49730,red riding hood,2011
2749,15 minutes,2001
9607,super mario bros.,1993
1830,lord of war,2005
79,英雄,2002
54054,one for the money,2012
228967,the interview,2014
46528,the warrior's way,2010
27936,micmacs à tire-larigot,2009
65,8 mile,2002
280391,pourquoi j'ai pas mangé mon père,2015
9476,a knight's tale,2001
10610,the medallion,2003
745,the sixth sense,1999
49527,man on a ledge,2012
73937,the big year,2011
1885,the karate kid,1984
168672,american hustle,2013
18240,the proposal,2009
10398,double jeopardy,1999
165,back to the future part ii,1989
240832,lucy,2014
216015,fifty shades of grey,2015
12279,spy kids 3-d: game over,2003
1645,a time to kill,1996
11007,cheaper by the dozen,2003
193756,lone survivor,2013
11287,a league of their own,1992
259693,the conjuring 2,2016
37799,the social network,2010
10184,he's just not that into you,2009
4257,scary movie 4,2006
4234,scream 3,2000
196,back to the future part iii,1990
257091,get hard,2015
6114,dracula,1992
24803,julie & julia,2009
109410,42,2013
1213,the talented mr. ripley,1999
100042,dumb and dumber to,2014
9036,eight below,2006
257211,the intern,2015
323675,ride along 2,2016
9361,the last of the mohicans,1992
1677,ray,2004
187,sin city,2005
7461,vantage point,2008
16538,"i love you, man",2009
9889,shallow hal,2001
820,jfk,1991
11565,big momma's house 2,2006
6073,the mexican,2001
16996,17 again,2009
193610,the other woman,2014
19912,the final destination,2009
296098,bridge of spies,2015
8007,behind enemy lines,2001
32823,get him to the greek,2010
4380,shall we dance?,2004
11551,small soldiers,1998
10336,spawn,1997
11362,the count of monte cristo,2002
50348,the lincoln lawyer,2011
48138,unknown,2011
1124,the prestige,2006
227159,horrible bosses 2,2014
68179,escape from planet earth,2013
1579,apocalypto,2006
708,the living daylights,1987
34851,predators,2010
9930,legal eagles,1986
1586,secret window,2004
2044,the lake house,2006
9913,the skeleton key,2005
71864,the odd life of timothy green,2012
10761,made of honor,2008
209451,jersey boys,2014
11975,the rainmaker,1997
4970,gothika,2003
11831,amistad,1997
9096,medicine man,1992
440,aliens vs predator: requiem,2007
11011,ri¢hie ri¢h,1994
10641,autumn in new york,2000
11172,music and lyrics,2007
39513,paul,2011
82687,the guilt trip,2012
41446,scream 4,2011
8224,8mm,1999
10537,the doors,1991
225886,sex tape,2014
10385,hanging up,2000
55779,final destination 5,2011
10154,mickey blue eyes,1999
10647,pay it forward,2000
11431,fever pitch,2005
8457,drillbit taylor,2008
188161,a million ways to die in the west,2014
8850,the shadow,1994
64685,extremely loud & incredibly close,2011
38357,morning glory,2010
10060,get rich or die tryin',2005
11398,the art of war,2000
1833,rent,2005
10391,bless the child,2000
8970,the out-of-towners,1999
9306,the island of dr. moreau,1996
11370,the musketeer,2001
12184,the other boleyn girl,2008
1921,sweet november,2001
1683,the reaping,2007
203,mean streets,1973
11858,renaissance man,1994
62835,colombiana,2011
18937,quest for camelot,1998
13536,city by the sea,2002
15556,at first sight,1999
10718,torque,2004
11062,city hall,1996
10802,showgirls,1995
1887,marie antoinette,2006
6071,kiss of death,1995
10461,get carter,2000
80278,lo imposible,2012
12704,ishtar,1987
10315,fantastic mr. fox,2009
16643,life or something like it,2002
2687,memoirs of an invisible man,1992
194,le fabuleux destin d'amélie poulain,2001
11025,new york minute,2004
8849,alfie,2004
78698,big miracle,2012
30943,the deep end of the ocean,1999
9544,feardotcom,2002
24418,cirque du freak: the vampire's assistant,2009
7288,duplex,2003
14655,soul men,2008
24575,raise the titanic,1980
10366,universal soldier: the return,1999
19898,pandorum,2009
4965,impostor,2001
15074,extreme ops,2002
56715,just visiting,2001
1272,sunshine,2007
72358,a thousand words,2012
20542,delgo,2008
266396,the gunman,2015
9978,stormbreaker,2006
8271,disturbia,2007
10428,hackers,1995
5353,the hunting party,2007
11934,the hudsucker proxy,1994
14392,投名狀,2007
19495,nomad,2005
110415,snowpiercer,2013
77459,un monstre à paris,2011
26486,the last shot,2004
9495,the crow,1994
256040,baahubali: the beginning,2015
24420,the time traveler's wife,2009
1257,because i said so,2007
62214,frankenweenie,2012
16320,serenity,2005
8842,against the ropes,2004
9531,superman iii,1983
64807,grudge match,2013
12289,chi bi,2008
11529,sweet home alabama,2002
20943,the ugly truth,2009
9099,sgt. bilko,1996
9488,spy kids 2: the island of lost dreams,2002
193,star trek: generations,1994
44865,一代宗師,2013
55787,water for elephants,2011
257932,dragon nest: warriors' dawn,2014
10400,the hurricane,1999
1957,enough,2002
10833,heartbreakers,2001
256961,paul blart: mall cop 2,2015
5852,angel eyes,2001
12312,joe somebody,2001
622,the ninth gate,1999
11306,extreme measures,1996
12508,rock star,2001
25793,precious,2009
10534,white squall,1996
1091,the thing,1982
87421,riddick,2013
10871,switchback,1997
13503,texas rangers,2001
13600,city of ember,2008
68722,the master,2012
14324,virgin territory,2007
14325,the express,2008
299687,the 5th wave,2016
312221,creed,2015
23168,the town,2010
76494,what to expect when you're expecting,2012
4944,burn after reading,2008
10488,nim's island,2008
96721,rush,2013
334,magnolia,1999
23742,cop out,2010
259694,how to be single,2016
62837,dolphin tale,2011
8966,twilight,2008
8470,john q,2002
11001,blue streak,1999
138832,we're the millers,2013
16911,obitaemyy ostrov,2008
2163,breakdown,1997
36670,never say never again,1983
23048,hot tub time machine,2010
227735,dolphin tale 2,2014
2155,reindeer games,2000
8409,a man apart,2003
222936,aloha,2015
31908,ghosts of mississippi,1996
10219,snow falling on cedars,1999
48171,the rite,2011
782,gattaca,1997
75531,isn't she great,2000
11802,space chimps,2008
9776,head of state,2003
18785,the hangover,2009
365222,葉問3,2015
817,austin powers: the spy who shagged me,1999
268,batman,1989
45054,there be dragons,2011
943,lethal weapon 3,1992
22881,the blind side,2009
10054,spy kids,2001
51540,horrible bosses,2011
44264,true grit,2010
350,the devil wears prada,2006
152,star trek: the motion picture,1979
109431,identity thief,2013
1598,cape fear,1991
8065,21,2008
271718,trainwreck,2015
11638,guess who,2005
409,the english patient,1996
2118,l.a. confidential,1997
11459,sky high,2005
10806,in & out,1997
9348,species,1995
377,a nightmare on elm street,1984
8843,the cell,2000
9313,the man in the iron mask,1998
39486,secretariat,2010
1273,tmnt,2007
13920,radio,2003
50544,friends with benefits,2011
325133,neighbors 2: sorority rising,2016
140823,saving mr. banks,2013
1883,malcolm x,1992
89492,this is 40,2012
22949,old dogs,2009
12437,underworld: rise of the lycans,2009
2959,license to wed,2007
9957,the benchwarmers,2006
11648,must love dogs,2005
9366,donnie brasco,1997
1576,resident evil,2002
609,poltergeist,1982
5516,the ladykillers,2004
13051,max payne,2008
49530,in time,2011
34806,the back-up plan,2010
49022,something borrowed,2011
11469,black knight,2001
23479,the bad news bears,1976
11667,street fighter,1994
423,the pianist,2002
2447,the nativity story,2006
10066,house of wax,2005
2288,closer,2004
88794,j. edgar,2011
13515,mirrors,2008
11979,queen of the damned,2002
169,predator 2,1990
8090,untraceable,2008
11622,blast from the past,1999
3604,flash gordon,1980
9541,jersey girl,2004
94348,alex cross,2012
8197,midnight in the garden of good and evil,1997
336004,heist,2015
35019,nanny mcphee and the big bang,2010
10410,hoffa,1992
8836,the x files: i want to believe,2008
14442,ella enchanted,2004
321741,concussion,2015
59965,abduction,2011
14175,valiant,2005
11004,wonder boys,2000
11918,superhero movie,2008
98357,broken city,2013
10012,cursed,2005
49526,premium rush,2012
268920,hot pursuit,2015
9093,the four feathers,2002
119283,parker,2013
11823,wimbledon,2004
35169,furry vengeance,2010
118957,bait,2012
849,krull,1983
4515,lions for lambs,2007
18886,flight of the intruder,1991
6575,walk hard: the dewey cox story,2007
6440,the shipping news,2001
13496,american outlaws,2001
18320,the young victoria,2009
22787,whiteout,2009
8967,the tree of life,2011
37498,knock off,1998
144336,sabotage,2014
9616,the order,2003
13056,punisher: war zone,2008
14113,zoom,2006
285783,the walk,2015
49478,warriors of virtue,1997
9726,a good year,2006
20763,radio flyer,1992
9702,bound by honor,1993
9311,smilla's sense of snow,1997
9280,femme fatale,2002
26843,lion of the desert,1981
11876,le hussard sur le toit,1995
22267,ride with the devil,1999
45958,biutiful,2010
1969,bandidas,2006
310706,black water transit,2009
198663,the maze runner,2014
239573,unfinished business,2015
10436,the age of innocence,1993
1381,the fountain,2006
2162,chill factor,1999
127493,stolen,2012
12429,崖の上のポニョ,2008
228205,the longest ride,2015
2900,the astronaut's wife,1999
21311,i dreamed of africa,2000
77875,playing for keeps,2012
192136,mandela: long walk to freedom,2013
18254,reds,1981
881,a few good men,1992
10877,exit wounds,2001
9600,big momma's house,2000
202575,the house of magic,2013
71469,the darkest hour,2011
85446,step up revolution,2012
326,snakes on a plane,2006
10685,the watcher,2000
7220,the punisher,2004
9763,goal!: the dream begins,2005
72387,safe,2012
12596,pushing tin,1999
1892,return of the jedi,1983
13460,doomsday,2008
8055,the reader,2008
50647,wanderlust,2012
10719,elf,2003
9294,phenomenon,1996
11888,snow dogs,2002
9647,scrooged,1988
9353,nacho libre,2006
55721,bridesmaids,2011
109414,this is the end,2013
10307,stigmata,1999
11978,men of honor,2000
22907,takers,2010
87567,the big wedding,2013
38322,"big mommas: like father, like son",2011
45612,source code,2011
7305,alive,1993
3594,the number 23,2007
157841,the young and prodigious t.s. spivet,2013
11519,1941,1979
12920,dreamer: inspired by a true story,2005
59,a history of violence,2005
9335,transporter 2,2005
12106,the quick and the dead,1995
11141,laws of attraction,2004
8649,bringing out the dead,1999
31867,repo men,2010
10253,디워,2007
3587,bogus,1996
124459,the incredible burt wonderstone,2013
24662,cats don't dance,1997
32274,cradle will rock,1999
182,the good german,2006
5494,george and the dragon,2004
28,apocalypse now,1979
38073,going the distance,2010
2054,mr. holland's opus,1995
302156,criminal,2016
606,out of africa,1985
87502,flight,2012
698,moonraker,1979
120467,the grand budapest hotel,2014
11313,hearts in atlantis,2001
6488,arachnophobia,1990
10559,frequency,2000
296099,vacation,2015
8012,get shorty,1995
1574,chicago,2002
9032,big daddy,1999
2770,american pie 2,2001
862,toy story,1995
1637,speed,1994
72570,the vow,2012
27569,extraordinary measures,2010
10637,remember the titans,2000
1669,the hunt for red october,1990
132363,the butler,2013
9472,dodgeball: a true underdog story,2004
2907,the addams family,1991
9273,ace ventura: when nature calls,1995
9880,the princess diaries,2001
2925,the first wives club,1996
807,se7en,1995
17654,district 9,2009
11836,the spongebob squarepants movie,2004
322,mystic river,2003
70,million dollar baby,2004
9535,analyze this,1999
11036,the notebook,2004
6557,27 dresses,2008
18126,hannah montana: the movie,2009
16340,rugrats in paris: the movie,2000
10333,the prince of tides,1991
4476,legends of the fall,1994
22947,up in the air,2009
2755,about schmidt,2002
82654,warm bodies,2013
59967,looper,2012
16300,down to earth,2001
9598,babe,1995
82696,hope springs,2012
9870,forgetting sarah marshall,2008
8292,four brothers,2005
8780,baby mama,2008
9715,hope floats,1998
10521,bride wars,2009
10762,without a paddle,2004
10096,13 going on 30,2004
59436,midnight in paris,2011
227783,the nut job,2014
4133,blow,2001
10207,message in a bottle,1999
172,star trek v: the final frontier,1989
21972,like mike,2002
36593,the naked gun 33⅓: the final insult,1994
707,a view to a kill,1985
533,the curse of the were-rabbit,2005
6023,p.s. i love you,2007
6439,racing stripes,2005
4347,atonement,2007
37056,letters to juliet,2010
4105,black rain,1989
76489,the three stooges,2012
3933,corpse bride,2005
9918,glory road,2006
273481,sicario,2015
307081,southpaw,2015
16871,drag me to hell,2009
293863,the age of adaline,2015
13156,secondhand lions,2003
41233,step up 3d,2010
9266,blue crush,2002
1262,stranger than fiction,2006
4513,30 days of night,2007
22970,the cabin in the woods,2012
7278,meet the spartans,2008
9013,midnight run,1988
865,the running man,1987
10776,little shop of horrors,1986
50456,hanna,2011
9823,mortal kombat: annihilation,1997
59861,larry crowne,2011
133805,carrie,2013
12763,take the lead,2006
9766,gridiron gang,2006
14034,what's the worst that could happen?,2001
12244,9,2009
109421,side effects,2013
11137,the prince & me,2004
51162,winnie the pooh,2011
10152,dumb and dumberer: when harry met lloyd,2003
9452,bulworth,1998
239566,get on up,2014
53113,one true thing,1998
9271,virtuosity,1995
4474,my super ex-girlfriend,2006
184346,deliver us from evil,2014
48340,sanctum,2011
14846,little black book,2004
72207,the five-year engagement,2012
16232,mr. 3000,2004
43539,the next three days,2010
9920,ultraviolet,2006
8978,assault on precinct 13,2005
11702,the replacement killers,1998
18550,fled,1996
8869,eight legged freaks,2002
43347,love & other drugs,2010
3489,88 minutes,2007
9701,north country,2005
2122,the whole ten yards,2004
37707,splice,2009
10658,howard the duck,1986
13150,pride and glory,2008
9042,the cave,2005
17813,alex & emma,2003
11208,wicker park,2004
58151,fright night,2011
11400,the new world,2005
10350,wing commander,1999
28902,in dreams,1999
14164,dragonball evolution,2009
76640,the last stand,2013
11058,godsend,2004
14844,chasing liberty,2004
57089,hoodwinked too! hood vs. evil,2011
1947,an unfinished life,2005
8054,the imaginarium of doctor parnassus,2009
46829,barney's version,2010
146238,runner runner,2013
9989,antitrust,2001
9665,glory,1989
311,once upon a time in america,1984
102362,dead man down,2013
11162,the merchant of venice,2004
6016,the good thief,2003
17186,supercross,2005
13967,miss potter,2006
2008,wu ji,2005
9053,doa: dead or alive,2006
4512,the assassination of jesse james by the coward robert ford,2007
76349,辛亥革命,2011
31203,le petit nicolas,2009
265208,wild card,2015
45610,machine gun preacher,2011
50135,konferenz der tiere,2010
1874,goodbye bafana,2007
271331,united passions,2014
215211,grace of monaco,2014
367961,савва. сердце воина,2015
10955,ripley's game,2002
223702,sausage party,2016
254470,pitch perfect 2,2015
69,walk the line,2005
4967,keeping the faith,2000
9449,the borrowers,1997
11499,frost/nixon,2008
4912,confessions of a dangerous mind,2002
12771,serving sara,2002
323676,the boss,2016
12506,cry freedom,1987
24071,mumford,1999
11249,seed of chucky,2004
9667,the jacket,2005
812,aladdin,1992
277216,straight outta compton,2015
87,indiana jones and the temple of doom,1984
14444,the rugrats movie,1998
2043,along came a spider,2001
315664,florence foster jenkins,2016
1428,once upon a time in mexico,2003
562,die hard,1988
15373,role models,2008
318846,the big short,2015
26320,taking woodstock,2009
14292,miracle,2004
924,dawn of the dead,2004
2018,the wedding planner,2001
192577,キャプテンハーロック,2013
9428,the royal tenenbaums,2001
2832,identity,2003
137093,last vegas,2013
699,for your eyes only,1981
9778,serendipity,2001
8831,timecop,1994
9398,zoolander,2001
112949,safe haven,2013
10439,hocus pocus,1993
3638,no reservations,2007
23483,kick-ass,2010
62206,30 minutes or less,2011
10577,dracula 2000,2000
218778,"alexander and the terrible, horrible, no good, very bad day",2014
4348,pride & prejudice,2005
78,blade runner,1982
11780,rob roy,1995
192102,3 days to kill,2014
2001,we own the night,2007
10383,lost souls,2000
11516,le peuple migrateur,2001
10025,just my luck,2006
15198,"mystery, alaska",1999
23172,the spy next door,2010
17834,a simple wish,1997
10016,ghosts of mars,2001
10317,our brand is crisis,2015
58431,pride and prejudice and zombies,2016
9746,kundun,1997
13092,how to lose friends & alienate people,2008
59859,kick-ass 2,2013
13495,alatriste,2006
254473,brick mansions,2014
700,octopussy,1983
4964,knocked up,2007
10024,my sister's keeper,2009
13490,welcome home roscoe jenkins,2008
15927,a passage to india,1984
1259,notes on a scandal,2006
5125,rendition,2007
174,star trek vi: the undiscovered country,1991
9583,divine secrets of the ya-ya sisterhood,2002
9437,kiss the girls,1997
525,the blues brothers,1980
10188,the sisterhood of the traveling pants 2,2008
63574,joyful noise,2012
245,about a boy,2002
9825,lake placid,1999
186,lucky number slevin,2006
9549,the right stuff,1983
61891,anonymous,2011
34584,the neverending story,1984
2666,dark city,1998
12783,the duchess,2008
13155,return to oz,1985
42807,the newton boys,1998
28355,case 39,2009
8080,suspect zero,2004
5126,martian child,2007
56288,spy kids: all the time in the world,2011
303858,money monster,2016
1613,the 51st state,2001
31582,flawless,1999
16617,mindhunters,2004
8944,what just happened,2008
41488,the statement,2003
37028,the magic flute,2006
14560,paul blart: mall cop,2009
10330,freaky friday,2003
6957,the 40 year old virgin,2005
1934,shakespeare in love,1998
169917,a walk among the tombstones,2014
951,kindergarten cop,1990
10189,pineapple express,2008
9454,everafter,1998
2055,open range,2003
1551,flatliners,1990
5902,a bridge too far,1977
11460,red eye,2005
9358,final destination 2,2003
134,"o brother, where art thou?",2000
22894,legion,2010
134374,pain & gain,2013
1901,in good company,2004
15028,clockstoppers,2002
11509,silverado,1985
7445,brothers,2009
17047,agent cody banks 2: destination london,2004
62838,new year's eve,2011
2057,original sin,2001
70436,the raven,2012
16784,welcome to mooseport,2004
8011,highlander iii: the sorcerer,1994
31640,blood and wine,1996
9092,snow white: a tale of terror,1997
2779,the curse of the jade scorpion,2001
316002,accidental love,2015
36355,flipper,1996
238615,self/less,2015
1985,the constant gardener,2005
615,the passion of the christ,2004
788,mrs. doubtfire,1993
380,rain man,1988
13223,gran torino,2008
10523,w.,2008
8681,taken,2008
239571,the best of me,2014
619,the bodyguard,1992
424,schindler's list,1993
50014,the help,2011
162903,the fifth estate,2013
11024,scooby-doo 2: monsters unleashed,2004
208763,viy,2014
6466,freddy vs. jason,2003
254024,the face of an angel,2014
12589,jimmy neutron: boy genius,2001
7191,cloverfield,2008
1497,teenage mutant ninja turtles ii: the secret of the ooze,1991
117,the untouchables,1987
6977,no country for old men,2007
168530,ride along,2014
634,bridget jones's diary,2001
392,chocolat,2000
10327,"legally blonde 2: red, white & blonde",2003
88042,parental guidance,2012
41630,no strings attached,2011
11969,tombstone,1993
2085,romeo must die,2000
794,the omen,1976
9286,final destination 3,2006
77877,the lucky one,2012
1265,bridge to terabithia,2007
866,finding neverland,2004
175555,a madea christmas,2013
75174,the grey,2012
11096,hide and seek,2005
8699,anchorman: the legend of ron burgundy,2004
769,goodfellas,1990
10923,agent cody banks,2003
11283,nanny mcphee,2005
111,scarface,1983
11676,nothing to lose,1997
746,the last emperor,1987
77866,contraband,2012
9416,money talks,1997
7345,there will be blood,2007
14317,the wild thornberrys movie,2002
20694,rugrats go wild,2003
12277,undercover brother,2002
9779,the sisterhood of the traveling pants,2005
2140,kiss of the dragon,2001
12620,the house bunny,2008
14177,beauty shop,2005
198185,million dollar arm,2014
227156,the giver,2014
10735,what a girl wants,2003
11351,jeepers creepers 2,2003
10030,good luck chuck,2007
10623,cradle 2 the grave,2003
590,the hours,2002
9655,she's the man,2006
1268,mr. bean's holiday,2007
11237,anacondas: the hunt for the blood orchid,2004
190955,blood ties,2013
5123,august rush,2007
4518,elizabeth,1998
11932,bride of chucky,1998
11165,tora! tora! tora!,1970
6116,spice world,1997
57431,the sitter,2011
21724,dance flick,2009
278,the shawshank redemption,1994
9290,crocodile dundee in los angeles,2001
11543,kingpin,1996
284536,the gambler,2014
152737,august: osage county,2013
13374,ice princess,2005
8976,a lot like love,2005
319888,eddie the eagle,2016
9469,he got game,1998
1909,don juan demarco,1994
22971,dear john,2010
34813,the losers,2010
46261,don't be afraid of the dark,2010
10431,war,2007
8051,punch-drunk love,2002
9352,eurotrip,2004
10167,half past dead,2002
18147,unaccompanied minors,2006
17170,"bright lights, big city",1988
18975,the adventures of pinocchio,1996
15487,the greatest game ever played,2005
22825,the box,2009
11152,the ruins,2008
1831,the next best thing,2000
43931,my soul to take,2010
10591,the girl next door,2004
10861,maximum risk,1996
12770,stealing harvard,2002
276907,legend,2015
10074,hot rod,2007
65055,shark night,2011
10397,angela's ashes,1999
200505,draft day,2014
11954,lifeforce,1985
60309,the conspirator,2010
9787,lords of dogtown,2005
293646,the 33,2015
6978,big trouble in little china,1986
133698,un plan parfait,2012
59440,warrior,2011
1770,michael collins,1996
10655,gettysburg,1993
8988,stop-loss,2008
15992,abandon,2002
17707,brokedown palace,1999
77883,the possession,2012
40001,mrs. winterbourne,1996
64639,straw dogs,2011
9903,the hoax,2006
21338,stone cold,1991
20766,the road,2009
24264,sheena,1984
19803,underclassman,2005
20309,say it isn't so,2001
9912,the world's fastest indian,2005
9067,tank girl,1995
27360,king's ransom,2005
8338,blindness,2008
168705,bloodrayne,2005
72113,carnage,2011
9729,where the truth lies,2005
94352,cirque du soleil: worlds away,2012
22256,without limits,1998
12404,me and orson welles,2009
152742,la migliore offerta,2013
11699,the bad lieutenant: port of call - new orleans,2009
49953,sammy's avonturen: de geheime doorgang,2010
48034,les petits mouchoirs,2010
39845,love ranch,2010
25353,la véritable histoire du chat botté,2009
36696,белка и стрелка. звёздные собаки,2010
109091,the counselor,2013
38543,ironclad,2011
33157,waterloo,1970
290864,一個人的武林,2014
242166,red sky,2014
859,dangerous liaisons,1988
83770,on the road,2012
168,star trek iv: the voyage home,1986
1246,rocky balboa,2006
4233,scream 2,1997
174751,jane got a gun,2016
184098,think like a man too,2014
2069,the whole nine yards,2000
1788,footloose,1984
11635,old school,2003
177,the fisher king,1991
3600,i still know what you did last summer,1998
2621,return to me,2000
10358,zack and miri make a porno,2008
10480,nurse betty,2000
10313,the men who stare at goats,2009
18828,double take,2001
3558,"girl, interrupted",1999
13476,win a date with tad hamilton!,2004
10208,muppets from space,1999
24961,the wiz,1978
20697,ready to rumble,2000
20761,play it to the bone,1999
70868,i don't know how she does it,2011
43593,piranha 3d,2010
6478,beyond the sea,2004
40688,meet the deedles,1998
26672,the thief and the cobbler,1993
45881,the bridge of san luis rey,2004
41283,faster,2010
4935,ハウルの動く城,2004
19908,zombieland,2009
10663,the waterboy,1998
1891,the empire strikes back,1980
9737,bad boys,1995
37137,the naked gun 2½: the smell of fear,1991
9532,final destination,2000
10316,the ides of march,2011
2787,pitch black,2000
12658,someone like you...,2001
152601,her,2013
10866,joy ride,2001
227707,the adventurer: the curse of the midas box,2013
21349,anywhere but here,1999
19150,the crew,2000
70435,haywire,2011
580,jaws: the revenge,1987
9819,marvin's room,1996
13579,the longshots,2008
20024,the end of the affair,1999
2453,harley davidson and the marlboro man,1991
6973,in the valley of elah,2007
11156,coco avant chanel,2009
354110,forsaken,2015
22215,chéri,2009
11632,vanity fair,2004
30596,十月圍城,2009
3021,1408,2007
957,spaceballs,1987
256917,the water diviner,2014
251,ghost,1990
544,there's something about mary,1998
11395,the santa clause,1994
14635,the rookie,2002
13680,the game plan,2007
688,the bridges of madison county,1995
11090,the animal,2001
783,gandhi,1982
228194,the hundred-foot journey,2014
1642,the net,1995
10950,i am sam,2001
235260,son of god,2014
277,underworld,2003
8999,derailed,2005
11323,the informant!,2009
10445,shadowlands,1993
11453,deuce bigalow: european gigolo,2005
146239,delivery man,2013
205588,our kind of traitor,2016
10878,saving silverman,2001
82650,diary of a wimpy kid: dog days,2012
10279,summer of sam,1999
2294,jay and silent bob strike back,2001
2176,the glass house,2001
270487,"hail, caesar!",2016
19366,josie and the pussycats,2001
204082,homefront,2013
24100,the little vampire,2000
1599,i heart huckabees,2004
5550,robocop 3,1993
30379,megiddo: the omega code 2,2001
42586,darling lili,1970
17709,dudley do-right,1999
287948,the transporter refueled,2015
7548,the libertine,2004
9075,zwartboek,2006
11661,joyeux noël,2005
109513,hit & run,2012
12085,mad money,2008
204922,before i go to sleep,2014
38985,sorcerer,1977
44113,stone,2010
21494,molière,2007
164457,out of the furnace,2013
4566,michael clayton,2007
17795,my fellow americans,1996
1073,arlington road,1999
153158,metegol,2013
81836,to rome with love,2012
10724,firefox,1982
9473,"south park: bigger, longer & uncut",1999
2196,death at a funeral,2007
1499,teenage mutant ninja turtles iii,1993
20857,hardball,2001
82693,silver linings playbook,2012
1646,freedom writers,2007
44944,for colored girls,2010
4108,the transporter,2002
8456,never back down,2008
7341,the rage: carrie 2,1999
19255,away we go,2009
10187,swing vote,2008
31005,moonlight mile,2002
49517,tinker tailor soldier spy,2011
44857,molly,1999
50780,the beaver,2011
16363,the best little whorehouse in texas,1982
1946,existenz,1999
85,raiders of the lost ark,1981
772,home alone 2: lost in new york,1992
840,close encounters of the third kind,1977
9682,pulse,2006
96,beverly hills cop ii,1987
10678,bringing down the house,2003
274,the silence of the lambs,1991
8872,wayne's world,1992
16290,jackass 3d,2010
579,jaws 2,1978
14405,beverly hills chihuahua,2008
138843,the conjuring,2013
11637,are we there yet?,2005
226486,tammy,2014
1584,school of rock,2003
9312,mortal kombat,1995
12153,white chicks,2004
65057,the descendants,2011
8326,holes,2003
35690,the last song,2010
76203,12 years a slave,2013
13497,drumline,2002
35688,why did i get married too?,2010
162,edward scissorhands,1990
296096,me before you,2016
103370,madea's witness protection,2012
1051,the french connection,1971
376659,bad moms,2016
10073,date movie,2006
16690,return to never land,2002
273895,selma,2014
14873,the jungle book 2,2003
8968,boogeyman,2005
9963,premonition,2007
15655,the tigger movie,2000
21208,orphan,2009
272878,max,2015
9760,epic movie,2007
314365,spotlight,2015
13279,lakeview terrace,2008
1975,the grudge 2,2006
33644,how stella got her groove back,1998
1649,bill & ted's bogus journey,1991
9895,man of the year,2006
9570,the black hole,1979
27579,the american,2010
16052,selena,1997
40264,vampires suck,2010
1164,babel,2006
239678,this is where i leave you,2014
14359,doubt,2008
3989,team america: world police,2004
76617,texas chainsaw 3d,2013
1710,copycat,1995
4258,scary movie 5,2013
20391,paint your wagon,1969
10139,milk,2008
335778,risen,2016
9645,ghost ship,2002
55465,a very harold & kumar christmas,2011
617,wild things,1998
19904,the stepfather,2009
48289,the debt,2010
243,high fidelity,2000
6933,one missed call,2008
17182,eye for an eye,1996
8848,the bank job,2008
38,eternal sunshine of the spotless mind,2004
38303,you again,2010
1266,street kings,2008
107985,the world's end,2013
14043,nancy drew,2007
19901,daybreakers,2009
34016,she's out of my league,2010
59860,monte carlo,2011
10069,stay alive,2006
9588,quigley down under,1990
12819,alpha and omega,2010
9954,the covenant,2006
10115,stick it,2006
25132,shorts,2009
577,to die for,1995
328387,nerve,2016
12690,appaloosa,2008
9945,vampires,1998
539,psycho,1960
13596,my best friend's girl,2008
226857,endless love,2014
13159,georgia rule,2007
47941,under the rainbow,1981
526,ladyhawke,1985
22796,simon birch,1998
2355,reign over me,2007
5915,into the wild,2007
9842,school for scoundrels,2006
61012,silent hill: revelation 3d,2012
755,from dusk till dawn,1996
13682,pooh's heffalump movie,2005
9089,home for the holidays,1995
9470,功夫,2004
18357,the country bears,2002
7979,the kite runner,2007
470,21 grams,2003
15644,paparazzi,2004
9582,a guy thing,2003
10642,loser,2000
22074,capitalism: a love story,2009
2428,the greatest story ever told,1965
290751,secret in their eyes,2015
13805,disaster movie,2008
4597,armored,2009
9414,the man who knew too little,1997
63492,what's your number?,2011
81796,lockout,2012
10710,envy,2004
15092,crank: high voltage,2009
11382,bullets over broadway,1994
15005,one night with the king,2006
8198,the quiet american,2002
6963,the weather man,2005
15070,undisputed,2002
12797,ghost town,2008
17134,12 rounds,2009
41402,let me in,2010
18885,3 ninjas kick back,1994
4953,be kind rewind,2008
10773,mrs henderson presents,2005
146198,triple 9,2016
2639,deconstructing harry,1997
10563,three to tango,1999
295964,burnt,2015
5971,we're no angels,1989
9716,everyone says i love you,1996
11835,death sentence,2007
26171,everybody's fine,2009
31117,superbabies: baby geniuses 2,2004
